DURAKKODU,YON,HATKODU,SIRANO
133422,G,MK14,12
133422,G,MK15,29
133422,G,MR51,29
133431,D,142A,6
133431,G,142A,46
133441,D,76G,44
133441,G,76G,1
133441,D,76GM,30
133441,G,76GM,1
133451,G,76G,4
133451,G,76GM,4
133452,D,76G,41
133452,D,76GM,27
133461,G,76G,5
133461,G,76GM,5
133462,D,76G,40
133462,D,76GM,26
133471,G,76E,41
133471,G,E-57,31
133471,G,E-58,31
133471,G,VİP,12
133491,G,458,3
133492,D,458,60
133501,D,78FB,39
133501,D,78M,44
133501,G,79B,29
133501,G,MK21,2
133502,G,78FB,7
133502,G,78M,7
133502,D,79B,29
133511,D,78FB,40
133511,D,78M,45
133511,G,79B,30
133511,G,MK21,3
133512,G,78FB,6
133512,G,78M,6
133512,D,79B,28
133521,G,78A,6
133521,D,78C,7
133521,G,78H,7
133521,G,79B,32
133521,G,MK21,5
133522,D,78A,38
133522,G,78C,44
133522,D,78H,35
133522,D,79B,26
133531,G,97KZ,5
133532,D,97KZ,24
133541,G,97KZ,6
133542,D,97KZ,23
133551,G,97KZ,7
133552,D,97KZ,22
133561,G,97KZ,8
133562,D,97KZ,21
133571,G,97KZ,9
133572,D,97KZ,20
133591,G,MK42,9
133592,D,MK42,2
133661,G,144A,14
133661,G,144M,11
133661,G,MR51,9
133662,D,144A,34
133662,D,144M,32
133662,D,MR51,54
133681,G,336A,12
133681,G,36YS,11
133682,D,336A,41
133682,D,36YS,26
133691,D,36,36
133691,D,36CE,40
133691,D,36ES,34
133691,D,36KE,36
133691,D,38KT,29
133691,D,38M,41
133691,D,HT5,14
133691,D,MK36,1
133701,D,41AT,2
133702,G,41AT,56
133711,D,143,37
133711,D,76V,23
133711,G,76V,49
133711,G,79Y,42
133711,D,89BS,13
133711,G,89BS,1
133711,G,98S,12
133711,G,BN1,14
133711,G,BN3,11
133711,D,H-3,23
133711,G,MK16,31
133711,G,MR42,51
133713,G,143,21
133713,D,79Y,24
133713,D,98S,28
133713,D,BN1,46
133713,D,BN3,39
133713,G,H-3,6
133713,D,MK16,13
133713,G,MR42,5
133721,G,80,5
133721,G,80T,5
133724,D,80,14
133724,D,80T,18
133731,D,150,46
133731,D,151,46
133731,D,152,60
133731,D,154,34
133731,D,25,20
133731,G,25G,17
133731,D,25S1,4
133731,D,25S2,16
133731,G,25T,16
133731,G,41,26
133731,D,41C,18
133731,G,41SF,18
133731,G,42,14
133731,G,42HM,14
133731,D,42KM,14
133731,G,42M,14
133731,G,42Z,25
133731,G,48D,38
133731,D,59HS,38
133731,G,59RS,18
133731,D,H-8,29
133731,G,HM1,43
133741,G,129T,32
133741,G,25T,41
133741,G,30G,4
133741,G,37T,28
133741,G,38KT,33
133741,G,40,85
133741,G,40T,38
133741,G,42T,56
133741,G,48T,23
133741,G,49T,23
133741,G,559C,20
133741,D,55ET,4
133741,D,70KE,7
133741,G,DT2,13
133741,G,YT-1,11
133743,D,37T,3
133743,D,38KT,3
133743,D,48T,3
133743,D,49T,3
133743,D,54B,4
133743,D,55B,4
133751,G,36T,34
133751,G,37,62
133751,D,39D,43
133751,D,39O,46
133751,D,39Y,40
133751,D,47,39
133751,G,47K,7
133751,D,47L,40
133751,G,47N,5
133751,D,48Y,46
133751,G,49,14
133751,G,49M,7
133751,D,49T,23
133751,D,49Y,35
133751,D,49Z,25
133751,D,94Y,50
133751,D,99Y,34
133752,D,36T,41
133752,D,47K,38
133752,D,47N,38
133752,D,49,29
133752,D,49M,35
133753,G,47L,14
133753,G,47N,6
133753,G,49M,8
133753,G,49Z,10
133761,D,48S,12
133761,D,54T,26
133761,D,54TE,25
133761,D,64Ç,32
133761,G,64Ç,7
133762,G,48S,3
133762,G,54T,3
133762,G,54TE,3
133771,G,71T,9
133772,D,71T,32
133781,D,142B,70
133781,G,142E,25
133781,G,142T,21
133781,G,144M,24
133781,G,146A,26
133781,D,146BA,24
133781,D,146F,29
133781,G,146T,35
133781,D,147,61
133781,G,76A,18
133781,D,76V,40
133781,G,76V,30
133781,G,HS2,24
133781,G,MK14,30
133781,D,MK15,18
133781,G,MK15,35
133781,G,MR51,47
133782,G,142B,10
133782,D,142E,19
133782,D,142T,10
133782,D,144M,17
133782,D,146A,26
133782,G,146BA,49
133782,G,146F,48
133782,D,146T,31
133782,G,147,13
133782,D,76A,31
133782,D,HS2,23
133782,D,MK14,18
133782,D,MR51,17
133801,D,142B,48
133801,G,142E,18
133801,G,146A,4
133801,D,146F,4
133801,D,147,39
133801,D,76D,70
133802,D,142,30
133802,G,142,21
133802,G,142B,32
133802,D,142E,31
133802,D,146A,47
133802,G,146F,72
133802,G,147,35
133802,G,76D,6
133802,D,76E,46
133802,G,76E,9
133811,D,36F,12
133811,G,78F,51
133811,G,79F,23
133811,D,79FY,27
133811,G,79GE,27
133811,G,79KM,23
133811,G,79KT,25
133811,G,79M,23
133811,D,MK22,14
133812,G,36F,27
133812,D,78F,19
133812,D,79F,31
133812,G,79FY,15
133812,D,79GE,28
133812,D,79KM,27
133812,D,79KT,24
133812,D,79M,27
133812,G,MK22,32
133822,D,142B,38
133822,D,ES1,22
133822,G,ES1,6
133841,G,142B,42
133841,D,142T,14
133842,D,142A,26
133842,D,142B,37
133842,D,142ES,24
133842,G,142T,16
133842,D,ES1,21
133842,G,ES1,7
133851,D,97E,44
133851,G,97E,1
133901,D,92A,26
133901,D,92K,22
133901,D,92Ş,19
133901,D,97G,20
133901,G,98Y,23
133901,D,MK92,11
133902,G,92A,18
133902,G,92K,12
133902,G,92Ş,15
133902,G,97G,15
133902,D,98Y,19
133902,G,MK92,15
133911,D,141A,20
133911,D,143,30
133911,G,89YB,15
133911,G,MR40,25
133912,G,141A,23
133912,G,143,28
133912,D,89,46
133912,G,89,25
133912,D,89T,54
133912,G,89T,25
133912,D,89YB,38
133912,D,98T,30
133912,G,98T,25
133912,D,MR40,7
133921,G,89K,17
133921,G,98AB,19
133921,D,KÇ2,20
133921,G,KÇ2,20
133921,G,MR42,13
133922,D,89K,38
133922,D,98AB,29
133922,G,MR42,37
133931,G,76V,56
133931,G,79Y,53
133931,G,89BS,9
133931,G,89S,6
133931,G,98S,20
133932,D,76V,17
133932,D,79Y,13
133932,D,89BS,6
133932,D,89S,21
133932,D,98S,22
133942,G,89S,3
133952,G,89S,2
133961,D,89S,27
133961,G,89S,1
133971,G,146BA,31
133971,G,146F,30
133971,D,78G,13
133971,G,79C,13
133971,G,79G,13
133971,D,79GE,42
133971,G,79Y,15
133971,D,HS2,6
133971,G,MK11,32
133971,G,MK12,17
133971,D,MR50,6
133972,D,146BA,42
133972,D,146F,47
133972,G,78G,48
133972,D,79C,47
133972,D,79G,47
133972,G,79GE,12
133972,D,79Y,50
133972,G,HS2,42
133972,G,MK11,30
133972,G,MK12,15
133972,G,MR50,26
133981,G,146BA,33
133981,G,146F,32
133981,D,78G,15
133981,G,79C,15
133981,G,79G,15
133981,D,79GE,44
133981,G,79Y,17
133981,D,HS2,8
133981,G,MK11,34
133981,G,MK12,19
133981,D,MR50,8
133982,D,146BA,40
133982,D,146F,45
133982,G,78G,46
133982,D,79C,45
133982,D,79G,45
133982,G,79GE,10
133982,D,79Y,48
133982,G,HS2,40
133982,G,MK11,28
133982,G,MK12,13
133982,G,MR50,24
133991,G,146BA,34
133991,G,146F,33
133991,D,78G,16
133991,G,79G,16
133991,D,79GE,45
133991,G,79Y,18
133991,D,HS2,9
133991,G,MK11,35
133991,D,MR50,9
133992,D,146BA,39
133992,D,146F,44
133992,G,78G,45
133992,D,79G,44
133992,G,79GE,9
133992,D,79Y,47
133992,G,HS2,39
133992,G,MK12,12
133992,G,MR50,23
134001,D,89K,31
134001,D,98AB,22
134001,D,KÇ2,13
134001,G,MR42,30
134002,G,89K,24
134002,G,98AB,26
134002,G,KÇ2,27
134002,G,MR42,20
134011,G,78A,5
134011,D,78C,6
134011,G,78H,6
134011,G,79B,31
134011,G,MK21,4
134012,D,78A,39
134012,G,78C,45
134012,D,78H,36
134012,D,79B,27
134021,G,141K,2
134021,G,141M,2
134021,G,142B,2
134021,D,142T,2
134021,G,89,2
134021,G,89A,2
134021,G,89K,2
134021,G,89T,2
134021,D,89YB,51
134021,G,89YB,2
134021,G,98S,2
134021,G,98T,2
134021,G,HT1,2
134021,G,HT2,2
134021,G,KÇ2,2
134021,G,MK31,2
134021,G,MR40,2
134021,G,MR50,12
134021,D,MR51,9
134023,D,141K,33
134023,D,141M,46
134023,D,142B,78
134023,G,142T,29
134023,D,76V,33
134023,G,76V,37
134023,D,89,69
134023,D,89A,49
134023,D,89K,53
134023,D,89T,77
134023,D,98S,38
134023,D,98T,53
134023,D,HT1,46
134023,D,HT2,33
134023,D,KÇ2,39
134023,D,MK31,62
134023,D,MR40,30
134023,D,MR50,22
134023,G,MR51,55
164761,G,76G,3
164761,G,76GM,3
164762,D,76G,42
164762,D,76GM,28
164821,D,400A,33
164822,G,400A,2
164841,D,400A,32
164842,G,400A,3
165031,D,39,40
165031,D,39A,37
165031,D,39O,38
165031,G,47L,6
165031,D,48Y,38
165031,D,49A,31
165031,D,94Y,42
165031,D,99,31
165032,D,36T,38
165032,G,37,59
165032,D,39D,40
165032,D,39Y,37
165032,D,47,36
165032,D,47K,35
165032,D,49,26
165032,D,49T,20
165032,D,49Y,32
165032,G,49Z,7
165032,D,99Y,31
165041,D,78ZB,30
165041,D,89C,37
165041,D,89T,35
165041,G,H-1,5
165041,D,HT2,5
165161,G,142ES,4
165162,D,142ES,50
165162,D,ES2,2
165162,G,ES2,43
165171,D,93,32
165171,D,93C,26
165171,D,93M,40
165171,D,93T,39
165171,G,MR10,10
165181,G,73Y,9
165181,D,BN1,23
165181,D,BN2,23
165181,D,BN3,18
165182,D,73Y,12
165182,G,BN1,36
165221,G,41N,9
165222,G,41N,4
165231,G,41N,8
165251,G,62,18
165251,G,62G,35
165251,D,65A,34
165251,G,65G,15
165271,G,62,17
165271,G,62G,34
165271,D,65A,33
165271,G,65G,14
165281,G,144A,13
165281,G,144M,10
165281,G,MR51,8
165282,D,144A,35
165282,D,144M,33
165282,D,MR51,55
165291,G,76V,38
165291,D,MR50,23
165291,G,MR51,56
165292,D,76V,32
165292,G,MR50,11
165292,D,MR51,8
165301,D,76V,31
165301,G,76V,39
165301,G,MR51,57
165302,D,MR51,7
165311,D,150,1
165311,G,150,45
165961,D,336H,39
165961,G,36D,26
165962,G,336H,28
165962,D,36D,33
165991,D,146BA,71
165991,D,146E,44
165991,D,146F,75
165991,D,146K,48
165991,D,78B,31
165991,G,78C,46
165991,D,78E,66
165991,D,78F,6
165991,D,78FB,41
165991,D,78G,57
165991,D,78H,37
165991,D,78M,46
165991,D,78Ş,48
165991,D,78ZB,85
165991,G,MK31,56
165992,G,146BA,5
165992,G,146E,5
165992,G,146F,5
165992,G,146K,5
165992,G,78B,5
165992,D,78C,5
165992,G,78E,5
165992,G,78F,64
165992,G,78FB,5
165992,G,78G,5
165992,G,78H,5
165992,G,78M,5
165992,G,78Ş,5
165992,G,78ZB,5
165992,D,MK31,5
166011,G,146B,20
166011,D,146E,19
166011,D,146K,23
166011,G,146M,30
166011,G,78,21
166011,G,78BE,21
166011,D,78C,17
166011,G,78FB,31
166011,G,78G,20
166011,G,78H,26
166011,G,78M,31
166011,G,78Ş,20
166011,G,79B,40
166011,G,79E,37
166011,G,79T,37
166011,D,82S,10
166011,G,98H,21
166011,G,98KM,19
166011,G,MK31,41
166021,D,146BA,52
166021,D,146F,57
166021,G,36AS,53
166021,G,36F,33
166021,D,78E,20
166021,D,78F,27
166021,G,79B,18
166021,G,79E,20
166021,G,79K,18
166021,G,79T,20
166022,G,146BA,22
166022,G,146F,21
166022,D,36AS,30
166022,D,36F,4
166022,G,78E,45
166022,G,78F,43
166022,D,79B,39
166022,D,79E,38
166022,D,79FY,19
166022,D,79K,19
166022,D,79T,42
166022,G,MK11,4
166022,D,MK17,4
166051,D,146A,8
166051,D,146B,21
166051,D,146E,6
166051,D,146K,9
166051,G,146M,14
166051,D,31Y,19
166051,D,76O,11
166051,D,78,21
166051,D,78BE,6
166051,D,78FB,9
166051,D,78M,14
166061,G,146E,33
166061,G,146K,33
166061,D,146M,15
166061,G,78B,26
166061,D,82S,23
166062,D,146E,14
166062,D,146K,18
166062,G,146M,25
166062,D,78B,10
166062,G,82S,10
166081,G,62H,17
166091,G,401,12
166092,D,401,31
166151,G,143,56
166151,G,146A,42
166151,G,146B,26
166151,G,146K,37
166151,D,146M,21
166151,G,31Y,12
166151,G,76O,48
166151,G,78,27
166151,D,78C,23
166151,G,78FB,37
166151,G,78M,37
166151,D,79F,8
166151,G,89F,31
166152,D,146A,12
166152,D,146B,25
166152,D,146E,10
166152,D,146K,13
166152,G,146M,18
166152,D,31Y,23
166152,D,76O,15
166152,D,78,25
166152,D,78BE,10
166152,G,78C,27
166152,D,78FB,13
166152,D,78M,18
166152,G,79F,47
166152,D,89F,8
166171,G,303B,49
166181,G,336K,14
166182,D,336K,62
166221,G,48D,21
166221,G,D2,33
166222,D,48D,21
166222,D,D2,17
166231,G,48D,22
166231,G,D2,32
166232,D,48D,20
166232,D,D2,18
166241,G,48D,23
166241,G,D2,31
166242,D,48D,19
166242,D,D2,19
166251,G,48D,24
166251,G,D2,30
166252,D,48D,18
166252,D,D2,20
166261,G,48D,25
166261,G,D2,29
166262,D,48D,17
166262,D,D2,21
166271,D,48D,16
166271,G,D2,28
166272,G,48D,26
166272,D,D2,22
166281,G,48D,27
166281,G,D2,27
166282,D,48D,15
166282,D,D2,23
166291,G,36AS,40
166291,G,36AY,30
166291,G,78E,63
166291,D,79C,39
166291,G,79C,21
166291,D,79E,56
166291,D,79KT,47
166291,D,79T,59
166291,G,MK11,22
166292,D,36AS,43
166292,D,36AY,20
166292,D,78E,2
166292,G,79E,2
166292,G,79KT,2
166292,G,79T,2
166292,D,79Y,64
166292,G,79Y,2
166292,G,MK12,25
166301,G,37,25
166302,G,37,40
166311,G,37,41
166312,G,37,24
166341,G,37,27
166351,G,37,28
166361,G,37,29
166371,D,142,32
166371,D,144M,26
166381,G,37,33
166391,G,37,34
166431,D,145M,6
166431,D,145T,6
166431,G,30G,10
166431,D,32T,8
166431,D,35C,8
166431,D,36T,8
166431,D,38T,8
166431,G,46Ç,27
166431,G,46E,18
166431,G,46T,27
166431,G,54E,21
166431,D,54HT,8
166431,G,54KT,24
166431,D,55T,8
166431,G,66,19
166431,G,69A,18
166431,G,70FE,16
166431,G,70FY,16
166431,G,70KY,13
166431,D,71T,8
166431,D,72T,8
166431,D,73,8
166431,D,73F,8
166431,G,74,20
166431,G,74A,16
166431,D,76D,6
166431,D,76E,6
166431,D,76T,3
166431,D,79T,6
166431,D,80T,5
166431,D,83O,8
166431,D,85T,8
166431,D,87,8
166431,D,89C,8
166431,D,89T,8
166431,D,92T,8
166431,D,93T,8
166431,D,97BT,7
166431,D,97T,8
166431,D,YT-1,5
166441,D,145M,7
166441,D,145T,7
166441,G,30G,11
166441,D,32T,9
166441,D,35C,9
166441,G,46Ç,28
166441,G,46E,19
166441,G,46T,28
166441,G,54E,22
166441,D,55T,9
166441,G,66,20
166441,G,69A,19
166441,G,70FE,17
166441,G,70FY,17
166441,G,70KY,14
166441,D,71AT,8
166441,D,71T,9
166441,D,72T,9
166441,D,72YT,8
166441,D,73,9
166441,D,73F,9
166441,G,74,21
166441,G,74A,17
166441,D,76D,7
166441,D,76E,7
166441,D,76T,4
166441,D,79T,7
166441,D,80T,6
166441,D,83O,9
166441,D,85T,9
166441,D,87,9
166441,D,89C,9
166441,D,89T,9
166441,D,92T,9
166441,D,93T,9
166441,D,97BT,8
166441,D,97T,9
166441,D,YT-1,6
166451,G,47,37
166451,G,47A,30
166451,G,47Ç,34
166451,G,47E,34
166451,G,47K,39
166451,G,47N,38
166451,G,54TE,27
166451,G,54Y,18
166451,G,70D,16
166451,D,77,21
166451,D,77A,15
166451,G,77Ç,13
166451,G,EM1,30
166451,G,EM2,27
166481,D,144A,44
166481,G,144A,1
166481,D,144B,44
166481,G,144B,1
166481,D,144H,35
166481,G,144H,1
166481,D,144K,23
166481,G,144K,1
166481,D,144M,41
166481,G,144M,1
166481,D,36D,1
166481,G,36D,59
166491,G,36YS,2
166492,D,36YS,35
166501,G,79FY,34
166501,G,89M,23
166501,G,98MB,22
166511,G,336E,27
166511,G,36,20
166511,G,36A,27
166511,G,36E,22
166511,G,36ES,26
166511,G,36KE,20
166511,G,36M,27
166511,G,36V,40
166511,G,38,29
166511,G,38E,20
166511,G,38Z,22
166511,G,55Y,25
166511,G,88,26
166511,D,MK32,21
166561,D,36AS,75
166561,G,36AS,12
166561,D,H-6,20
166561,D,İST-11,3
166661,G,36T,64
166661,G,38T,36
166661,G,54HT,12
166671,D,36T,9
166671,D,38T,9
166671,D,47,3
166671,D,47A,8
166671,D,47Ç,3
166671,D,47E,3
166671,D,47K,3
166671,D,47N,3
166671,D,54HT,9
166671,G,54KT,25
166671,D,54TE,3
166671,D,54Y,8
166671,D,70D,3
166671,G,77,8
166671,G,77A,5
166671,D,77Ç,3
166671,G,EM1,3
166671,G,EM2,3
166681,D,146BA,75
166681,G,146BA,1
166681,D,146E,48
166681,G,146E,1
166681,D,146F,79
166681,G,146F,1
166681,D,146K,52
166681,G,146K,1
166681,D,78B,35
166681,G,78B,1
166681,D,78C,1
166681,G,78C,50
166681,D,78E,70
166681,G,78E,1
166681,G,78F,1
166681,D,78FB,45
166681,G,78FB,1
166681,D,78G,61
166681,G,78G,1
166681,D,78H,41
166681,G,78H,1
166681,D,78M,50
166681,G,78M,1
166681,D,78Ş,52
166681,G,78Ş,1
166681,D,78ZB,89
166681,G,78ZB,1
166681,D,79FY,42
166681,G,79FY,1
166681,D,98,72
166681,G,98,1
166681,D,98KM,60
166681,G,98KM,1
166681,D,MK31,1
166681,G,MK31,60
166681,G,MK79,1
166682,D,78F,73
166682,D,MK79,15
171231,D,336,35
171231,D,336A,17
171231,D,336G,17
171231,D,336H,17
171231,D,336K,17
171231,D,336M,19
171231,D,336T,26
171231,D,36AS,64
171231,D,36AY,40
171231,D,36B,26
171231,G,36C,26
171231,G,36CB,26
171231,D,36HT,26
171231,D,36TC,26
171231,D,36Y,40
171231,G,H-6,24
171231,D,MK22,33
175671,G,402,2
175681,G,97BM,2
175681,G,HT10,2
175681,D,HT6,15
175681,G,HT6,2
175681,G,MK4,2
175691,D,146F,19
175691,G,146F,58
175691,D,76A,47
175691,G,76A,1
175691,D,76V,69
175691,G,76V,1
175691,D,MK14,47
175691,G,MK14,1
175701,D,146F,18
175701,G,146F,59
175701,G,76A,3
175701,G,76V,2
175701,G,MK14,2
175702,D,146F,20
175702,G,146F,57
175702,D,76A,46
175702,D,76V,68
175702,D,MK14,46
175711,D,146A,35
175711,D,146F,17
175711,G,76A,2
175711,G,76V,3
175711,G,MK14,3
175711,D,MR51,38
175712,G,146A,17
175712,G,146F,60
175712,D,76A,45
175712,D,76V,67
175712,D,MK14,45
175712,G,MR51,26
175721,G,146A,16
175721,G,76A,4
175721,G,76V,4
175721,G,MK14,4
175721,G,MR51,25
175722,D,146A,36
175722,D,146F,16
175722,G,146F,61
175722,D,76A,44
175722,D,76V,66
175722,D,MK14,44
175722,D,MR51,39
175731,D,146A,37
175731,D,146F,15
175731,G,146F,62
175731,G,76A,5
175731,G,76V,5
175731,G,MK14,5
175731,D,MR51,40
175732,G,146A,15
175732,D,76A,43
175732,D,76V,65
175732,D,MK14,43
175732,G,MR51,24
175781,D,300G,10
175791,D,300G,6
175801,G,300G,71
175811,D,300G,4
175821,D,300G,3
175822,G,300G,72
175841,G,300G,69
175851,G,300G,66
175861,G,300G,63
175871,G,300G,73
175872,D,300G,2
175881,D,300G,1
175881,G,300G,78
175911,D,336K,44
175911,G,336K,36
175921,G,26,14
175921,G,26A,12
175921,G,26B,25
175921,G,30M,7
175921,G,43,14
175921,D,70D,14
175931,G,300G,68
175932,D,300G,7
175941,D,33B,26
175941,D,41AT,11
175941,G,85C,5
175941,D,92C,26
175941,D,D3,31
175951,D,33B,27
175951,D,92C,27
175951,D,D3,32
175952,G,33B,29
175952,G,92B,27
175952,G,92C,16
175952,G,D3,15
175971,D,150,12
175971,G,40,12
175972,G,150,33
175972,D,40,70
175981,G,48F,4
175981,G,48M,4
175981,D,48P,4
175982,D,48F,20
175982,D,48M,26
175982,G,48P,32
175991,G,48KA,32
175991,G,48M,11
175992,D,48KA,18
175992,D,48M,19
176001,D,142E,11
176001,D,144M,9
176001,D,146A,18
176001,D,146T,23
176001,D,36AY,14
176001,D,76A,23
176001,G,78G,31
176001,G,78Ş,32
176001,D,79FY,14
176001,D,79K,14
176001,G,HS1,11
176011,D,142,43
176011,G,146T,8
176011,D,MK15,45
176011,G,MK15,8
176012,G,142,8
176012,D,146T,58
176031,G,33B,37
176031,D,41AT,15
176031,G,D3,23
176032,D,33B,16
176032,D,92B,10
176032,D,92C,16
176032,D,D3,21
176041,D,78ZB,12
176041,D,97,21
176041,D,97BT,33
176041,D,97E,18
176041,D,98A,13
176041,D,98M,13
176041,D,HT13,9
176051,D,78ZB,13
176051,D,97,22
176051,D,97BT,34
176051,D,97E,19
176051,D,98A,14
176051,D,98M,14
176051,D,HT13,10
176061,G,300G,74
176071,G,300G,76
176091,G,300G,67
176092,D,300G,8
176102,D,142E,12
176102,D,144M,10
176102,D,146A,19
176102,D,146T,24
176102,D,36AY,15
176102,D,76A,24
176111,D,BM4,51
176111,G,BM4,1
176121,G,76SM,17
176121,G,BM4,3
176122,D,76SM,11
176122,D,BM4,49
176241,D,336,14
176241,D,336E,33
176241,D,336G,2
176241,D,336M,5
176241,D,336Y,14
176241,D,36A,31
176241,D,36CY,43
176241,D,36E,32
176241,D,36EM,14
176241,D,36M,39
176241,D,36V,31
176241,D,79GE,14
176241,D,79KM,5
176241,D,79KT,2
176241,D,79M,5
176241,D,MK53,2
176241,D,MK79,2
176251,G,ES2,35
176252,G,ES2,31
176271,G,ES2,34
176272,G,ES2,32
176281,G,ES2,33
176301,D,144B,1
176301,G,144B,47
176311,G,47N,12
176311,G,49M,14
176312,D,47N,32
176312,D,49M,29
176321,D,141A,14
176321,D,89T,46
176321,D,98T,22
176321,D,HT2,14
176321,G,MR41,4
176341,D,142,22
176341,D,142B,40
176341,G,142E,11
176341,D,144A,21
176341,D,146,50
176341,D,147,31
176341,D,76D,61
176342,G,142,29
176342,G,142B,40
176342,D,142E,38
176342,G,144A,27
176342,G,146,26
176342,G,147,43
176342,G,76D,14
176361,D,33,35
176361,D,33M,25
176361,D,33TE,16
176361,G,33TE,7
176361,D,33TM,9
176361,G,33TM,7
176361,G,36CY,23
176361,G,97H,16
176361,D,98G,38
176361,D,HT6,6
176371,D,36D,29
176372,G,36D,32
176381,D,36D,28
176382,G,36D,33
176391,D,36D,27
176392,G,36D,34
176401,D,36D,25
176402,G,36D,36
176411,G,142B,58
176411,G,300,2
176411,G,300G,2
176411,D,303,30
176411,D,303A,19
176411,D,303C,19
176411,D,401,19
176411,D,401T,19
176411,D,448,19
176411,D,76BT,2
176411,D,76TM,20
176411,D,HT48,20
176431,G,142F,19
176432,D,142F,19
176441,G,36CE,42
176441,G,36P,34
176441,D,37T,12
176441,D,38G,24
176441,G,39,18
176441,G,399B,27
176441,G,399C,36
176441,G,39A,23
176441,G,39B,21
176441,G,39Ç,40
176441,G,39D,19
176441,G,39K,20
176441,G,39O,25
176441,G,39Y,19
176441,G,41Y,33
176441,G,44B,25
176441,G,48A,40
176441,G,48E,37
176441,D,55B,13
176441,G,55Y,11
176441,G,94Y,25
176441,G,99,18
176441,G,99Y,19
176442,D,36CE,17
176442,D,36P,8
176442,G,37T,21
176442,G,38G,28
176442,D,39,26
176442,D,399B,17
176442,D,399C,17
176442,D,39A,23
176442,D,39B,23
176442,D,39Ç,24
176442,D,39D,26
176442,D,39K,27
176442,D,39O,24
176442,D,39Y,23
176442,D,41Y,22
176442,D,44B,17
176442,D,48A,27
176442,D,48E,17
176442,G,55B,11
176442,D,55Y,56
176442,D,94Y,31
176442,D,99,17
176442,D,99Y,17
176451,G,402,11
176461,G,402,14
176481,D,142B,17
176481,D,300,55
176481,D,300G,75
176481,G,303,54
176481,G,303A,55
176481,G,303C,68
176481,G,401T,31
176481,G,448,34
176481,G,76BT,32
176481,G,76TM,48
176481,G,HT48,37
176481,D,İST-2,5
176482,G,300,3
176482,G,300G,3
176482,D,303,31
176482,D,303A,20
176482,D,303C,20
176482,D,401,20
176482,D,401T,20
176482,D,448,20
176482,D,76BT,3
176482,D,76TM,21
176482,D,HT48,21
176482,G,İST-2,4
176483,D,76BA,29
176483,G,76BA,1
176483,D,76C,58
176483,G,76C,1
176491,D,26B,15
176492,G,26B,11
176511,G,41ST,26
176511,D,63,22
176511,D,64Ç,18
176521,D,33B,17
176521,D,92B,11
176521,D,92C,17
176521,D,D3,22
176571,D,300G,14
176571,G,303B,7
176571,G,303C,7
176581,G,54B,24
176601,D,146T,1
176601,G,146T,67
176601,D,30D,1
176601,G,30D,27
176601,D,31,1
176601,G,31,36
176601,D,31Y,1
176601,G,31Y,35
176601,D,336Y,1
176601,G,336Y,26
176601,D,36Y,1
176601,G,36Y,56
176601,D,39,1
176601,G,39,44
176601,D,39D,1
176601,G,39D,45
176601,D,39K,1
176601,G,39K,46
176601,D,41Y,1
176601,G,41Y,55
176601,D,47A,1
176601,G,47A,37
176601,D,54Y,1
176601,G,54Y,25
176601,D,55EY,1
176601,G,55EY,28
176601,D,69A,1
176601,G,69A,26
176601,D,70FY,1
176601,G,70FY,24
176601,D,70KY,1
176601,G,70KY,21
176601,D,76A,1
176601,G,76A,50
176601,D,77,28
176601,G,77,1
176601,D,88A,1
176601,G,88A,47
176601,G,R5,1
176601,G,R5,6
176612,G,336MC,54
176612,D,336Y,20
176612,D,36A,40
176612,G,36CE,8
176612,G,36L,9
176612,D,36M,48
176612,G,36T,8
176612,G,36TC,53
176612,D,38H,15
176612,D,78C,36
176612,D,ST36,3
176631,G,142A,23
176631,G,142ES,33
176632,D,142A,28
176632,D,142ES,26
176641,G,142A,24
176641,G,142ES,34
176651,G,48K,23
176652,D,48K,13
176661,G,48K,17
176661,G,48KA,17
176661,G,48P,17
176662,D,48K,19
176662,D,48KA,34
176662,D,48P,19
176681,G,48KA,18
176681,G,48P,18
176682,D,48KA,33
176682,D,48P,18
176691,G,141K,16
176691,G,141M,13
176691,G,36AS,68
176691,G,79G,41
176691,G,89A,13
176691,G,89K,13
176691,G,89YB,23
176691,G,98AB,15
176691,D,BN1,50
176691,G,H-3,10
176691,G,HT1,13
176691,G,HT2,16
176691,G,HT20,28
176691,G,KÇ2,16
176691,G,MK31,16
176691,D,MR41,8
176691,G,MR42,9
176692,D,141K,19
176692,D,141M,35
176692,D,36AS,14
176692,D,79G,20
176692,D,89A,38
176692,D,89K,42
176692,D,89YB,31
176692,D,98AB,33
176692,G,BN1,4
176692,G,BN3,2
176692,D,H-3,16
176692,D,HT1,35
176692,D,HT2,17
176692,D,HT20,20
176692,D,İST-17,6
176692,D,KÇ2,24
176692,D,MK31,47
176692,G,MR41,12
176692,G,MR42,41
176701,D,36D,26
176702,G,36D,35
176711,G,300G,70
176712,D,300G,5
176721,D,48L,26
176721,D,48R,26
176721,G,D3,40
176722,G,48L,30
176722,G,48R,21
176722,D,D3,5
176731,G,48KA,20
176731,G,48P,20
176732,D,48KA,31
176732,D,48P,16
176741,G,48K,22
176742,D,48K,14
176751,D,145T,26
176751,D,76,44
176761,G,48F,3
176761,G,48M,3
176761,D,48P,3
176762,D,48F,21
176762,D,48M,27
176762,G,48P,33
176771,G,48F,10
176771,D,48KA,25
176771,D,48P,10
176772,G,48KA,26
176772,G,48P,26
176791,D,93,25
